Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Profit
ORD10424,2025-02-22,CUST1025,Customer 17,South,Chennai,Electronics,Mobile,iPhone,5,11294,5,COD,243,53403.5
ORD10425,2025-12-02,CUST1100,Customer 80,West,Mumbai,Electronics,Laptop,HP Pavilion,2,35200,20,COD,83,56237
ORD10426,2025-01-18,CUST1092,Customer 84,South,Chennai,Home,Kitchen,Electric Kettle,3,2650,20,COD,54,6306
ORD10427,2025-10-30,CUST1117,Customer 145,West,Surat,Home,Kitchen,Cookware Set,8,2713,25,Card,130,16148
ORD10428,2025-07-31,CUST1067,Customer 40,West,Ahmedabad,Clothing,Women,Women Top,4,766,15,UPI,227,2377.4
ORD10429,2025-12-19,CUST1126,Customer 123,East,Kolkata,Electronics,Headphones,Boat Headphones,6,38386,15,Card,44,195724.6
ORD10430,2025-07-30,CUST1144,Customer 112,East,Kolkata,Clothing,Women,Women Top,4,429,20,UPI,136,1236.8
ORD10431,2025-08-05,CUST1062,Customer 133,West,Pune,Electronics,Headphones,Sony Headphones,7,50392,5,UPI,80,335026.8
ORD10432,2025-03-11,CUST1075,Customer 29,East,Patna,Home,Decor,Flower Vase,5,7265,5,COD,133,34375.75
ORD10433,2025-01-26,CUST1137,Customer 6,West,Surat,Clothing,Kids,Kids Dress,8,1169,10,COD,117,8299.8
ORD10434,2025-03-19,CUST1004,Customer 127,South,Bengaluru,Clothing,Women,Women Kurti,8,3378,0,COD,86,26938
ORD10435,2025-02-11,CUST1038,Customer 15,South,Hyderabad,Clothing,Women,Women Jeans,6,2299,25,COD,209,10136.5
ORD10436,2025-01-07,CUST1032,Customer 64,East,Ranchi,Electronics,Headphones,JBL Headphones,3,25991,10,UPI,464,69711.7
ORD10437,2025-12-07,CUST1054,Customer 122,West,Surat,Electronics,Headphones,Boat Headphones,4,61202,25,COD,306,183300
ORD10438,2025-05-10,CUST1124,Customer 77,West,Ahmedabad,Clothing,Men,Men Shirt,1,3450,20,Card,102,2658
ORD10439,2025-01-08,CUST1043,Customer 71,South,Hyderabad,Electronics,Headphones,Boat Headphones,2,31728,25,UPI,206,47386
ORD10440,2025-03-22,CUST1128,Customer 24,North,Lucknow,Electronics,Mobile,Samsung Galaxy,8,21115,10,COD,167,151861
ORD10441,2025-10-13,CUST1089,Customer 113,East,Kolkata,Electronics,Laptop,Dell Inspiron,2,17292,15,COD,202,29194.4
ORD10442,2025-08-13,CUST1144,Customer 76,South,Bengaluru,Home,Kitchen,Electric Kettle,3,4607,0,UPI,401,13420
ORD10443,2025-11-03,CUST1142,Customer 42,West,Pune,Home,Furniture,Bookshelf,6,5803,25,UPI,180,25933.5
ORD10444,2025-07-14,CUST1048,Customer 5,North,Jaipur,Clothing,Women,Women Jeans,6,2259,0,Card,299,13255
ORD10445,2025-10-10,CUST1040,Customer 73,East,Bhubaneswar,Clothing,Kids,Kids T-Shirt,7,1177,20,Card,294,6297.2
ORD10446,2025-03-08,CUST1046,Customer 9,East,Ranchi,Home,Kitchen,Mixer Grinder,2,9072,25,COD,62,13546
ORD10447,2025-09-08,CUST1135,Customer 66,South,Bengaluru,Clothing,Men,Men T-Shirt,1,2738,25,UPI,376,1677.5
ORD10448,2025-02-10,CUST1120,Customer 16,North,Chandigarh,Electronics,Headphones,Sony Headphones,2,2515,5,Card,291,4487.5
ORD10449,2025-06-05,CUST1020,Customer 56,East,Ranchi,Clothing,Kids,Kids T-Shirt,5,2566,0,Card,76,12754
ORD10450,2025-05-08,CUST1146,Customer 46,North,Delhi,Home,Furniture,Bookshelf,7,3604,5,Card,376,23590.6
ORD10451,2025-04-03,CUST1141,Customer 103,West,Mumbai,Home,Decor,Table Lamp,8,11399,15,COD,125,77388.2
ORD10452,2025-07-10,CUST1106,Customer 111,East,Bhubaneswar,Home,Decor,Table Lamp,6,5663,20,UPI,472,26710.4
ORD10453,2025-08-20,CUST1115,Customer 102,East,Bhubaneswar,Home,Decor,Wall Clock,7,9515,25,UPI,224,49729.75
ORD10454,2025-04-20,CUST1081,Customer 6,North,Delhi,Clothing,Kids,Kids T-Shirt,3,1636,0,UPI,153,4755
ORD10455,2025-10-26,CUST1064,Customer 60,East,Bhubaneswar,Electronics,Mobile,Redmi Note,6,21261,5,UPI,227,120960.7
ORD10456,2025-09-05,CUST1045,Customer 125,East,Patna,Electronics,Headphones,JBL Headphones,4,10918,25,UPI,445,32309
ORD10457,2025-08-11,CUST1107,Customer 31,North,Chandigarh,Electronics,Headphones,Sony Headphones,7,11086,0,UPI,218,77384
ORD10458,2025-10-04,CUST1145,Customer 39,South,Bengaluru,Home,Decor,Table Lamp,1,5493,20,COD,203,4191.4
ORD10459,2025-05-29,CUST1101,Customer 38,East,Bhubaneswar,Electronics,Mobile,Redmi Note,8,66955,0,COD,261,535379
ORD10460,2025-08-11,CUST1034,Customer 35,South,Hyderabad,Electronics,Laptop,HP Pavilion,7,35213,0,UPI,296,246195
ORD10461,2025-05-07,CUST1063,Customer 19,West,Pune,Clothing,Women,Women Top,4,2698,20,Card,308,8325.6
ORD10462,2025-07-07,CUST1090,Customer 49,East,Ranchi,Clothing,Kids,Kids Dress,2,860,25,UPI,256,1034
ORD10463,2025-08-15,CUST1038,Customer 113,East,Patna,Home,Decor,Wall Clock,5,3273,10,Card,460,14268.5
ORD10464,2025-05-05,CUST1038,Customer 74,North,Jaipur,Electronics,Headphones,JBL Headphones,3,12047,0,Card,67,36074
ORD10465,2025-10-03,CUST1055,Customer 53,North,Chandigarh,Home,Furniture,Study Table,8,8219,0,UPI,147,65605
ORD10466,2025-01-23,CUST1066,Customer 44,East,Ranchi,Home,Decor,Wall Clock,1,6670,20,Card,309,5027
ORD10467,2025-02-04,CUST1100,Customer 70,North,Chandigarh,Electronics,Headphones,Sony Headphones,5,7757,15,Card,44,32923.25
ORD10468,2025-06-11,CUST1125,Customer 137,East,Kolkata,Electronics,Laptop,Acer Aspire,4,50699,20,Card,90,162146.8
ORD10469,2025-06-20,CUST1126,Customer 101,North,Jaipur,Electronics,Headphones,JBL Headphones,1,6010,5,Card,196,5513.5
ORD10470,2025-05-22,CUST1016,Customer 66,South,Bengaluru,Clothing,Kids,Kids Jeans,6,2960,10,COD,296,15688
ORD10471,2025-02-14,CUST1098,Customer 134,West,Mumbai,Home,Kitchen,Mixer Grinder,3,6099,15,Card,110,15442.45
ORD10472,2025-10-05,CUST1034,Customer 53,South,Kochi,Electronics,Headphones,Boat Headphones,7,41744,20,UPI,269,233497.4
ORD10473,2025-06-12,CUST1018,Customer 143,South,Chennai,Electronics,Laptop,Dell Inspiron,7,19825,25,Card,120,103961.25
ORD10474,2025-08-15,CUST1071,Customer 39,North,Jaipur,Clothing,Men,Men Shirt,1,1705,15,UPI,195,1254.25
ORD10475,2025-12-18,CUST1007,Customer 92,South,Bengaluru,Electronics,Mobile,Samsung Galaxy,5,31066,20,COD,158,124106
ORD10476,2025-08-31,CUST1036,Customer 42,North,Lucknow,Electronics,Headphones,Sony Headphones,8,49815,5,UPI,291,378303
ORD10477,2025-04-14,CUST1053,Customer 17,South,Chennai,Electronics,Laptop,HP Pavilion,5,54938,5,Card,383,260572.5
ORD10478,2025-01-22,CUST1098,Customer 81,South,Kochi,Home,Kitchen,Cookware Set,6,7996,5,UPI,247,45330.2
ORD10479,2025-07-22,CUST1011,Customer 143,West,Mumbai,Home,Furniture,Study Table,8,1194,5,Card,315,8759.4
ORD10480,2025-08-05,CUST1076,Customer 14,West,Mumbai,Electronics,Laptop,Acer Aspire,7,40718,10,UPI,125,256398.4
ORD10481,2025-03-11,CUST1101,Customer 106,South,Kochi,Home,Kitchen,Mixer Grinder,2,3445,20,Card,319,5193
ORD10482,2025-12-21,CUST1042,Customer 32,East,Ranchi,Electronics,Mobile,Redmi Note,4,60396,0,UPI,205,241379
ORD10483,2025-09-19,CUST1041,Customer 97,North,Delhi,Home,Kitchen,Cookware Set,6,1897,20,Card,236,8869.6
ORD10484,2025-08-03,CUST1079,Customer 80,West,Mumbai,Electronics,Laptop,Dell Inspiron,3,19753,5,Card,66,56230.05
ORD10485,2025-05-10,CUST1004,Customer 118,West,Ahmedabad,Home,Furniture,Office Chair,3,3823,0,Card,431,11038
ORD10486,2025-09-01,CUST1117,Customer 105,West,Surat,Home,Furniture,Bookshelf,8,4397,5,Card,377,33040.2
ORD10487,2025-10-13,CUST1054,Customer 13,West,Mumbai,Home,Decor,Wall Clock,4,9467,10,Card,361,33720.2
ORD10488,2025-11-05,CUST1077,Customer 85,South,Chennai,Electronics,Headphones,JBL Headphones,1,19854,0,Card,335,19519
ORD10489,2025-12-25,CUST1147,Customer 144,North,Delhi,Electronics,Laptop,Dell Inspiron,3,38074,20,Card,394,90983.6
ORD10490,2025-07-14,CUST1018,Customer 110,South,Kochi,Home,Decor,Table Lamp,1,2025,10,UPI,228,1594.5
ORD10491,2025-04-18,CUST1054,Customer 15,North,Chandigarh,Clothing,Men,Men T-Shirt,5,1748,20,UPI,308,6684
ORD10492,2025-09-27,CUST1148,Customer 91,North,Delhi,Clothing,Kids,Kids Dress,5,2149,20,UPI,172,8424
ORD10493,2025-12-29,CUST1075,Customer 50,South,Kochi,Home,Decor,Flower Vase,8,8569,5,Card,159,64965.4
ORD10494,2025-06-29,CUST1144,Customer 55,North,Delhi,Electronics,Laptop,HP Pavilion,4,55146,15,COD,210,187286.4
ORD10495,2025-06-15,CUST1002,Customer 30,North,Jaipur,Home,Kitchen,Electric Kettle,2,5542,10,Card,321,9654.6
ORD10496,2025-06-23,CUST1123,Customer 122,East,Patna,Clothing,Kids,Kids Dress,1,1119,5,UPI,466,597.05
ORD10497,2025-07-31,CUST1015,Customer 134,North,Jaipur,Clothing,Men,Men Shirt,8,2599,10,UPI,441,18271.8
ORD10498,2025-07-01,CUST1017,Customer 39,East,Patna,Home,Decor,Wall Clock,4,9960,25,UPI,449,29431
ORD10499,2025-11-01,CUST1030,Customer 79,East,Kolkata,Clothing,Women,Women Top,3,2738,20,UPI,135,6436.2
ORD10500,2025-06-04,CUST1056,Customer 135,East,Kolkata,Clothing,Women,Women Kurti,8,1373,10,UPI,464,9421.6
ORD10501,2025-09-05,CUST1129,Customer 40,East,Bhubaneswar,Electronics,Laptop,HP Pavilion,4,12937,15,Card,52,43933.8
